inventory_id,date,retailer_id,product_id,stock_level,reorder_point
194,2024-01-01,7,76,438,87
195,2024-01-01,7,53,854,137
196,2024-01-01,7,12,608,157
197,2024-01-01,7,47,612,166
198,2024-01-01,7,69,938,177
199,2024-01-01,7,22,232,51
200,2024-01-01,7,2,214,39
201,2024-01-01,7,6,758,122
202,2024-01-01,7,8,480,93
203,2024-01-01,7,49,140,32
204,2024-01-01,8,18,183,48
205,2024-01-01,8,60,156,36
206,2024-01-01,8,32,43,12
207,2024-01-01,8,61,160,25
208,2024-01-01,8,57,271,75
209,2024-01-01,8,65,290,83
210,2024-01-01,8,31,184,36
211,2024-01-01,8,78,168,36
212,2024-01-01,8,76,232,53
213,2024-01-01,8,29,44,9
214,2024-01-01,8,27,98,26
215,2024-01-01,8,36,228,46
216,2024-01-01,8,63,271,67
217,2024-01-01,8,71,118,34
218,2024-01-01,8,15,152,32
219,2024-01-01,8,14,45,12
220,2024-01-01,8,79,141,21
221,2024-01-01,8,28,222,48
222,2024-01-01,8,62,55,8
223,2024-01-01,8,20,220,63
224,2024-01-01,8,40,158,39
225,2024-01-01,8,74,73,16
226,2024-01-01,8,59,233,66
227,2024-01-01,8,26,133,28
228,2024-01-01,8,45,139,40
229,2024-01-01,8,49,153,34
230,2024-01-01,8,41,97,22
231,2024-01-01,8,58,123,20
232,2024-01-01,8,13,282,43
233,2024-01-01,9,59,51,10
234,2024-01-01,9,79,133,31
235,2024-01-01,9,24,72,13
236,2024-01-01,9,22,183,28
237,2024-01-01,9,55,111,18
238,2024-01-01,9,75,125,31
239,2024-01-01,9,1,81,19
240,2024-01-01,9,36,219,61
241,2024-01-01,9,42,111,26
242,2024-01-01,9,45,96,21
243,2024-01-01,9,56,120,19
244,2024-01-01,9,70,57,15
245,2024-01-01,9,44,168,41
246,2024-01-01,9,11,153,23
247,2024-01-01,9,6,248,67
248,2024-01-01,9,4,195,57
249,2024-01-01,9,10,165,26
250,2024-01-01,9,49,219,39
251,2024-01-01,9,71,162,32
252,2024-01-01,9,66,111,24
253,2024-01-01,9,20,196,44
254,2024-01-01,9,46,36,6
255,2024-01-01,9,80,210,58
256,2024-01-01,9,68,231,40
257,2024-01-01,9,69,92,18
258,2024-01-01,9,76,120,18
259,2024-01-01,9,31,65,14
260,2024-01-01,9,18,151,23
261,2024-01-01,9,21,78,12
262,2024-01-01,9,63,102,21
263,2024-01-01,10,24,200,51
264,2024-01-01,10,71,159,43
265,2024-01-01,10,32,76,16
266,2024-01-01,10,47,31,7
267,2024-01-01,10,66,223,66
268,2024-01-01,10,73,140,28
269,2024-01-01,10,6,219,60
270,2024-01-01,10,23,94,15
271,2024-01-01,10,58,233,66
272,2024-01-01,10,37,207,31
273,2024-01-01,10,1,167,27
274,2024-01-01,10,40,51,14
275,2024-01-01,10,4,237,70
276,2024-01-01,10,78,146,24
277,2024-01-01,10,36,75,21
278,2024-01-01,10,41,249,49
279,2024-01-01,10,69,196,31
280,2024-01-01,10,52,213,61
281,2024-01-01,10,56,235,64
282,2024-01-01,10,39,194,33
283,2024-01-01,10,59,225,45
284,2024-01-01,10,76,116,30
285,2024-01-01,10,74,105,27
286,2024-01-01,11,23,234,50
287,2024-01-01,11,60,87,20
288,2024-01-01,11,20,165,28
289,2024-01-01,11,4,36,6
290,2024-01-01,11,19,35,6
291,2024-01-01,11,35,95,22
292,2024-01-01,11,45,153,37
293,2024-01-01,11,57,107,27
294,2024-01-01,11,34,83,13
295,2024-01-01,11,66,229,41
296,2024-01-01,11,77,167,42
297,2024-01-01,11,65,237,68
298,2024-01-01,11,13,104,24
299,2024-01-01,11,64,247,69
300,2024-01-01,11,24,126,22
301,2024-01-01,11,16,78,16
302,2024-01-01,11,54,195,32
303,2024-01-01,11,12,98,22
304,2024-01-01,11,30,146,34
305,2024-01-01,11,69,218,49
306,2024-01-01,11,10,82,20
307,2024-01-01,11,9,27,4
308,2024-01-01,11,67,176,29
309,2024-01-01,11,80,182,40
310,2024-01-01,11,17,57,14
311,2024-01-01,11,49,221,37
312,2024-01-01,11,2,130,33
313,2024-01-01,11,48,170,50
314,2024-01-01,11,1,104,20
315,2024-01-01,11,52,209,44
316,2024-01-01,11,18,151,27
317,2024-01-01,11,26,189,46
318,2024-01-01,11,28,130,36
319,2024-01-01,11,74,209,40
320,2024-01-01,11,27,161,28
321,2024-01-01,12,2,696,208
322,2024-01-01,12,33,370,58
323,2024-01-01,12,22,286,50
324,2024-01-01,12,21,391,70
325,2024-01-01,12,63,639,111
326,2024-01-01,12,77,354,72
327,2024-01-01,12,54,159,36
328,2024-01-01,12,40,441,89
329,2024-01-01,12,45,423,120
330,2024-01-01,12,46,282,63
331,2024-01-01,12,31,591,161
332,2024-01-01,12,79,622,131
333,2024-01-01,12,57,627,179
334,2024-01-01,12,73,619,112
335,2024-01-01,12,44,718,153
336,2024-01-01,12,62,219,46
337,2024-01-01,12,55,565,108
338,2024-01-01,13,3,1185,226
339,2024-01-01,13,14,1335,259
340,2024-01-01,13,31,936,172
341,2024-01-01,13,65,705,200
342,2024-01-01,13,72,942,154
343,2024-01-01,13,51,873,138
344,2024-01-01,13,56,1119,229
345,2024-01-01,13,35,699,184
346,2024-01-01,13,9,519,115
347,2024-01-01,13,46,963,189
348,2024-01-01,13,13,276,56
349,2024-01-01,13,6,450,131
350,2024-01-01,13,24,1164,197
351,2024-01-01,13,19,1011,301
352,2024-01-01,13,48,1230,298
353,2024-01-01,13,53,246,53
354,2024-01-01,13,52,1272,221
355,2024-01-01,13,10,1458,377
356,2024-01-01,13,17,798,163
357,2024-01-01,13,73,627,150
358,2024-01-01,13,15,1089,168
359,2024-01-01,13,71,438,85
360,2024-01-01,14,17,462,77
361,2024-01-01,14,41,387,65
362,2024-01-01,14,75,504,142
363,2024-01-01,14,25,666,187
364,2024-01-01,14,9,492,75
365,2024-01-01,14,80,336,50
366,2024-01-01,14,70,378,66
367,2024-01-01,14,57,291,51
368,2024-01-01,14,4,223,52
369,2024-01-01,14,11,364,54
370,2024-01-01,14,48,426,69
371,2024-01-01,14,31,597,123
372,2024-01-01,14,29,723,195
373,2024-01-01,14,61,312,73
374,2024-01-01,14,65,616,114
375,2024-01-01,14,73,147,35
376,2024-01-01,14,2,342,93
377,2024-01-01,14,56,402,74
378,2024-01-01,14,16,244,68
379,2024-01-01,14,68,516,90
380,2024-01-01,15,10,1419,304
381,2024-01-01,15,8,876,226
382,2024-01-01,15,54,168,32
383,2024-01-01,15,48,936,276
384,2024-01-01,15,52,1017,219
385,2024-01-01,15,23,453,94
386,2024-01-01,15,38,501,105
387,2024-01-01,15,63,1200,208
388,2024-01-01,15,47,717,163
389,2024-01-01,15,73,615,159
390,2024-01-01,15,6,1230,209
391,2024-01-01,15,42,753,169
392,2024-01-01,15,32,846,184
393,2024-01-01,15,30,387,78
394,2024-01-01,15,72,849,135
395,2024-01-01,15,74,1290,325
396,2024-01-01,15,15,681,137
397,2024-01-01,15,79,882,153
398,2024-01-01,15,44,939,204
399,2024-01-01,15,49,1020,190
400,2024-01-01,16,37,614,141
401,2024-01-01,16,59,533,113
402,2024-01-01,16,25,579,111
403,2024-01-01,16,56,552,108
404,2024-01-01,16,22,71,19
405,2024-01-01,16,43,436,127
406,2024-01-01,16,26,166,35
407,2024-01-01,16,49,159,42
408,2024-01-01,16,5,579,114
409,2024-01-01,16,70,206,50
410,2024-01-01,16,68,256,45
411,2024-01-01,16,2,248,59
412,2024-01-01,16,78,505,77
413,2024-01-01,16,48,618,180
414,2024-01-01,16,67,620,171
415,2024-01-01,16,28,87,21
416,2024-01-01,16,79,436,114
417,2024-01-01,16,36,395,94
418,2024-01-01,16,38,553,149
419,2024-01-01,16,6,211,32
420,2024-01-01,16,14,538,152
421,2024-01-01,16,53,156,35
422,2024-01-01,16,35,341,57
423,2024-01-01,16,47,455,108
424,2024-01-01,16,57,466,114
425,2024-01-01,16,10,621,122
426,2024-01-01,16,51,188,49
427,2024-01-01,16,3,300,58
428,2024-01-01,16,61,425,88
429,2024-01-01,16,74,166,26
430,2024-01-01,16,55,574,92
431,2024-01-01,16,44,624,179
432,2024-01-01,16,63,392,96
433,2024-01-01,17,66,412,93
434,2024-01-01,17,5,130,32
435,2024-01-01,17,26,970,219
436,2024-01-01,17,13,172,35
437,2024-01-01,17,19,378,87
438,2024-01-01,17,6,506,135
439,2024-01-01,17,63,200,48
440,2024-01-01,17,29,940,264
441,2024-01-01,17,22,490,75
442,2024-01-01,17,52,128,19
443,2024-01-01,17,21,790,171
444,2024-01-01,17,41,580,131
445,2024-01-01,17,54,322,65
446,2024-01-01,17,10,262,59
447,2024-01-01,17,77,420,76
448,2024-01-01,17,73,184,37
449,2024-01-01,17,53,548,162
450,2024-01-01,17,34,922,204
451,2024-01-01,17,71,928,155
452,2024-01-01,17,35,240,53
453,2024-01-01,17,37,396,102
454,2024-01-01,17,39,890,154
455,2024-01-01,17,16,868,184
456,2024-01-01,17,46,630,98
457,2024-01-01,17,28,440,78
458,2024-01-01,17,14,974,229
459,2024-01-01,17,30,554,134
460,2024-01-01,17,44,406,101
461,2024-01-01,17,38,124,30
462,2024-01-01,17,69,274,45
463,2024-01-01,17,36,374,101
464,2024-01-01,17,23,686,125
465,2024-01-01,18,55,1185,209
466,2024-01-01,18,54,702,206
467,2024-01-01,18,77,1488,404
468,2024-01-01,18,45,1500,301
469,2024-01-01,18,12,699,200
470,2024-01-01,18,27,1032,163
471,2024-01-01,18,26,1128,227
472,2024-01-01,18,65,339,70
473,2024-01-01,18,56,1413,307
474,2024-01-01,18,14,414,84
475,2024-01-01,18,32,888,189
476,2024-01-01,18,44,717,200
477,2024-01-01,18,46,768,172
478,2024-01-01,18,67,1137,282
479,2024-01-01,18,53,426,117
480,2024-01-01,18,1,168,39
481,2024-01-01,18,38,1284,240
482,2024-01-01,18,10,1146,303
483,2024-01-01,18,47,1254,271
484,2024-01-01,18,2,972,250
485,2024-01-01,18,71,822,133
486,2024-01-01,18,35,480,125
487,2024-01-01,18,64,714,203
488,2024-01-01,18,37,993,159
489,2024-01-01,18,58,687,142
490,2024-01-01,18,24,1026,300
491,2024-01-01,18,69,816,226
492,2024-01-01,18,31,1131,267
493,2024-01-01,18,29,486,88
494,2024-01-01,19,44,618,107
495,2024-01-01,19,28,213,34
496,2024-01-01,19,51,461,131
497,2024-01-01,19,34,611,125
498,2024-01-01,19,1,471,108
499,2024-01-01,19,21,133,35
500,2024-01-01,19,78,457,117
501,2024-01-01,19,74,422,115
502,2024-01-01,19,3,418,122
503,2024-01-01,19,29,183,31
504,2024-01-01,19,48,585,104
505,2024-01-01,19,46,514,100
506,2024-01-01,19,49,340,75
507,2024-01-01,19,62,146,24
508,2024-01-01,19,72,144,39
509,2024-01-01,19,27,176,38
510,2024-01-01,19,14,162,42
511,2024-01-01,19,40,365,74
512,2024-01-01,19,20,391,69
513,2024-01-01,19,53,474,136
514,2024-01-01,19,65,533,104
515,2024-01-01,19,13,620,136
516,2024-01-01,19,22,120,22
517,2024-01-01,19,69,81,16
518,2024-01-01,19,38,248,71
519,2024-01-01,19,11,111,27
520,2024-01-01,19,8,616,107
521,2024-01-01,19,73,421,124
522,2024-01-01,19,7,551,87
523,2024-01-01,19,80,110,20
524,2024-01-01,19,45,620,122
525,2024-01-01,19,23,127,20
526,2024-01-01,19,47,592,165
527,2024-01-01,19,56,170,49
528,2024-01-01,19,75,296,63
529,2024-01-01,19,55,296,46
530,2024-01-01,19,2,317,80
531,2024-01-01,19,10,426,123
532,2024-01-01,20,8,134,25
533,2024-01-01,20,50,45,10
534,2024-01-01,20,39,82,12
535,2024-01-01,20,12,183,49
536,2024-01-01,20,42,122,22
537,2024-01-01,20,38,118,33
538,2024-01-01,20,47,115,30
539,2024-01-01,20,45,193,53
540,2024-01-01,20,26,212,32
541,2024-01-01,20,13,284,42
542,2024-01-01,20,9,234,37
543,2024-01-01,20,34,70,13
544,2024-01-01,20,11,67,14
545,2024-01-01,20,52,170,46
546,2024-01-01,20,32,164,26
547,2024-01-01,20,44,186,36
548,2024-01-01,20,28,166,40
549,2024-01-01,20,62,49,11
550,2024-01-01,20,14,94,18
551,2024-01-01,20,49,216,60
552,2024-01-01,20,68,114,19
553,2024-01-01,20,65,240,69
554,2024-01-01,20,20,255,53
555,2024-01-01,20,7,250,38
556,2024-01-01,21,79,248,63
557,2024-01-01,21,29,190,52
558,2024-01-01,21,13,52,8
559,2024-01-01,21,67,55,15
560,2024-01-01,21,28,236,54
561,2024-01-01,21,30,58,14
562,2024-01-01,21,66,112,32
563,2024-01-01,21,43,141,27
564,2024-01-01,21,74,147,43
565,2024-01-01,21,38,256,59
566,2024-01-01,21,68,125,31
567,2024-01-01,21,26,147,28
568,2024-01-01,21,60,235,45
569,2024-01-01,21,4,239,65
570,2024-01-01,21,52,206,41
571,2024-01-01,21,47,132,33
572,2024-01-01,21,12,201,57
573,2024-01-01,21,53,134,38
574,2024-01-01,21,24,95,25
575,2024-01-01,21,23,265,59
576,2024-01-01,21,50,171,28
577,2024-01-01,21,20,130,35
578,2024-01-01,21,63,33,7
579,2024-01-01,21,41,244,66
580,2024-01-01,21,44,249,38
581,2024-01-01,21,80,122,25
582,2024-01-01,21,35,171,40
583,2024-01-01,21,2,124,32
584,2024-01-01,22,13,510,151
585,2024-01-01,22,24,331,65
586,2024-01-01,22,39,263,46
587,2024-01-01,22,11,335,77
588,2024-01-01,22,43,479,134
589,2024-01-01,22,42,391,112
590,2024-01-01,22,1,354,73
591,2024-01-01,22,22,271,50
592,2024-01-01,22,23,648,137
593,2024-01-01,22,32,436,87
594,2024-01-01,22,58,440,76
595,2024-01-01,22,18,78,17
596,2024-01-01,22,54,448,126
597,2024-01-01,22,5,500,130
598,2024-01-01,22,51,300,45
599,2024-01-01,22,65,328,72
600,2024-01-01,22,71,235,65
601,2024-01-01,22,25,301,87
602,2024-01-01,22,74,650,134
603,2024-01-01,22,35,361,57
604,2024-01-01,22,28,395,73
605,2024-01-01,22,15,543,129
606,2024-01-01,22,26,427,78
607,2024-01-01,22,4,624,150
608,2024-01-01,22,67,479,141
609,2024-01-01,22,68,473,83
610,2024-01-01,22,53,483,105
611,2024-01-01,22,29,126,34
612,2024-01-01,22,27,145,42
613,2024-01-01,22,56,630,155
614,2024-01-01,22,79,126,21
615,2024-01-01,22,49,601,180
616,2024-01-01,22,44,228,36
617,2024-01-01,22,14,122,35
618,2024-01-01,22,19,92,21
619,2024-01-01,22,73,546,90
620,2024-01-01,22,8,382,97
621,2024-01-01,22,37,556,137
622,2024-01-01,23,37,304,61
623,2024-01-01,23,26,910,258
624,2024-01-01,23,29,272,46
625,2024-01-01,23,4,440,103
626,2024-01-01,23,8,814,150
627,2024-01-01,23,51,288,57
628,2024-01-01,23,39,706,117
629,2024-01-01,23,24,714,142
630,2024-01-01,23,43,180,31
631,2024-01-01,23,34,580,107
632,2024-01-01,23,52,606,119
633,2024-01-01,23,45,546,134
634,2024-01-01,23,67,472,92
635,2024-01-01,23,63,838,206
636,2024-01-01,23,17,890,252
637,2024-01-01,23,22,660,177
638,2024-01-01,23,73,180,44
639,2024-01-01,23,74,324,63
640,2024-01-01,23,6,324,55
641,2024-01-01,23,71,252,43
642,2024-01-01,23,59,448,102
643,2024-01-01,23,69,140,28
644,2024-01-01,23,42,660,150
645,2024-01-01,23,7,202,34
646,2024-01-01,23,62,338,82
647,2024-01-01,23,20,530,98
648,2024-01-01,23,9,806,126
649,2024-01-01,23,36,304,57
650,2024-01-01,23,41,234,41
651,2024-01-01,23,77,490,109
652,2024-01-01,23,1,886,147
653,2024-01-01,23,58,370,90
654,2024-01-01,24,21,727,199
655,2024-01-01,24,33,618,179
656,2024-01-01,24,12,504,119
657,2024-01-01,24,77,628,183
658,2024-01-01,24,73,426,125
659,2024-01-01,24,58,378,86
660,2024-01-01,24,28,534,88
661,2024-01-01,24,70,591,159
662,2024-01-01,24,47,256,47
663,2024-01-01,24,19,177,44
664,2024-01-01,24,24,267,61
665,2024-01-01,24,65,409,96
666,2024-01-01,24,22,205,39
667,2024-01-01,24,1,540,96
668,2024-01-01,24,10,100,28
669,2024-01-01,24,43,445,112
670,2024-01-01,24,18,126,26
671,2024-01-01,24,68,742,152
672,2024-01-01,24,69,547,98
673,2024-01-01,24,17,201,46
674,2024-01-01,24,45,703,208
675,2024-01-01,24,38,691,155
676,2024-01-01,24,6,258,52
677,2024-01-01,24,13,147,38
678,2024-01-01,24,61,573,140
679,2024-01-01,24,56,202,35
680,2024-01-01,24,20,201,41
681,2024-01-01,24,41,375,96
682,2024-01-01,24,32,682,126
683,2024-01-01,24,66,381,60
684,2024-01-01,24,34,258,46
685,2024-01-01,24,27,655,175
686,2024-01-01,24,60,364,77
687,2024-01-01,24,25,535,95
688,2024-01-01,24,48,615,126
689,2024-01-01,24,4,292,65
690,2024-01-01,25,79,50,12
691,2024-01-01,25,55,290,58
692,2024-01-01,25,50,75,14
693,2024-01-01,25,16,115,31
694,2024-01-01,25,63,279,73
695,2024-01-01,25,68,296,55
696,2024-01-01,25,32,232,55
697,2024-01-01,25,60,210,51
698,2024-01-01,25,31,291,62
699,2024-01-01,25,33,238,67
700,2024-01-01,25,1,36,5
701,2024-01-01,25,80,196,48
702,2024-01-01,25,48,138,24
703,2024-01-01,25,39,246,44
704,2024-01-01,25,13,90,22
705,2024-01-01,25,73,174,33
706,2024-01-01,25,18,35,8
707,2024-01-01,25,4,276,41
708,2024-01-01,25,5,117,21
709,2024-01-01,25,41,39,8
710,2024-01-01,25,30,269,74
711,2024-01-01,25,65,48,11
712,2024-01-01,25,43,181,28
713,2024-01-01,25,19,57,16
714,2024-01-01,25,64,84,16
715,2024-01-01,25,42,135,21
716,2024-01-01,25,71,295,75
717,2024-01-01,25,6,64,15
718,2024-01-01,25,37,264,60
719,2024-01-01,25,10,282,73
720,2024-01-01,25,14,296,79
721,2024-01-01,25,22,94,27
722,2024-01-01,25,24,104,23
723,2024-01-01,25,70,81,14
724,2024-01-01,25,46,238,68
725,2024-01-01,25,57,259,41
726,2024-01-01,25,69,276,78
727,2024-01-01,25,76,92,25
728,2024-01-01,25,11,222,65
729,2024-01-01,26,65,239,61
730,2024-01-01,26,74,32,5
731,2024-01-01,26,63,50,14
732,2024-01-01,26,38,169,49
733,2024-01-01,26,78,112,23
734,2024-01-01,26,9,204,39
735,2024-01-01,26,67,168,44
736,2024-01-01,26,35,262,52
737,2024-01-01,26,45,196,40
738,2024-01-01,26,76,123,26
739,2024-01-01,26,52,271,43
740,2024-01-01,26,18,247,51
741,2024-01-01,26,80,209,57
742,2024-01-01,26,62,288,48
743,2024-01-01,26,17,152,40
744,2024-01-01,26,15,82,19
745,2024-01-01,26,8,102,16
746,2024-01-01,26,1,240,43
747,2024-01-01,26,39,147,26
748,2024-01-01,26,25,132,19
749,2024-01-01,26,59,223,55
750,2024-01-01,26,60,94,20
751,2024-01-01,26,79,74,15
752,2024-01-01,26,13,76,12
753,2024-01-01,26,58,262,73
754,2024-01-01,26,51,123,30
755,2024-01-01,26,26,39,11
756,2024-01-01,26,19,153,35
757,2024-01-01,26,23,160,25
758,2024-01-01,26,56,249,58
759,2024-01-01,26,28,42,6
760,2024-01-01,26,12,91,26
761,2024-01-01,26,41,212,33
762,2024-01-01,26,7,54,11
763,2024-01-01,26,14,52,14
764,2024-01-01,27,30,295,45
765,2024-01-01,27,11,39,6
766,2024-01-01,27,73,249,41
767,2024-01-01,27,75,90,22
768,2024-01-01,27,63,88,21
769,2024-01-01,27,71,270,68
770,2024-01-01,27,40,147,32
771,2024-01-01,27,48,290,63
772,2024-01-01,27,21,124,25
773,2024-01-01,27,27,81,23
774,2024-01-01,27,14,201,47
775,2024-01-01,27,80,114,27
776,2024-01-01,27,68,106,18
777,2024-01-01,27,55,248,38
778,2024-01-01,27,9,70,14
779,2024-01-01,27,54,133,31
780,2024-01-01,27,56,104,22
781,2024-01-01,27,36,133,34
782,2024-01-01,27,76,210,60
783,2024-01-01,27,49,141,27
784,2024-01-01,27,32,129,21
785,2024-01-01,27,62,294,58
786,2024-01-01,27,58,265,58
787,2024-01-01,27,57,106,23
788,2024-01-01,27,79,64,12
789,2024-01-01,27,24,186,54
790,2024-01-01,28,1,93,19
791,2024-01-01,28,75,100,15
792,2024-01-01,28,43,59,14
793,2024-01-01,28,8,120,28
794,2024-01-01,28,29,95,14
795,2024-01-01,28,3,243,55
796,2024-01-01,28,74,83,22
797,2024-01-01,28,54,173,29
798,2024-01-01,28,42,56,9
799,2024-01-01,28,69,35,9
800,2024-01-01,28,34,156,35
801,2024-01-01,28,14,76,18
802,2024-01-01,28,23,237,54
803,2024-01-01,28,33,248,43
804,2024-01-01,28,63,34,5
805,2024-01-01,28,70,169,26
806,2024-01-01,28,40,95,24
807,2024-01-01,28,79,178,46
808,2024-01-01,28,46,239,53
809,2024-01-01,28,76,241,60
810,2024-01-01,29,3,529,108
811,2024-01-01,29,76,325,80
812,2024-01-01,29,12,639,189
813,2024-01-01,29,55,375,73
814,2024-01-01,29,56,175,45
815,2024-01-01,29,19,92,15
816,2024-01-01,29,17,66,17
817,2024-01-01,29,31,341,86
818,2024-01-01,29,37,635,166
